ダウンロードした時刻：2026/04/13 04:54:09

,東京
,日射量(MJ/m2)
2026年1月16日12時,2.00
2026年1月16日13時,1.96
2026年1月16日14時,1.71
2026年1月16日15時,1.26
2026年1月16日16時,0.67
2026年1月16日17時,0.13
2026年1月16日18時,0.00
2026年1月16日19時,--
2026年1月16日20時,--
2026年1月16日21時,--
2026年1月16日22時,--
2026年1月16日23時,--
2026年1月16日24時,--
2026年1月17日1時,--
2026年1月17日2時,--
2026年1月17日3時,--
2026年1月17日4時,--
2026年1月17日5時,--
2026年1月17日6時,--
2026年1月17日7時,0.01
2026年1月17日8時,0.24
2026年1月17日9時,0.86
2026年1月17日10時,1.42
2026年1月17日11時,1.83
2026年1月17日12時,2.01
2026年1月17日13時,1.97
2026年1月17日14時,1.71
2026年1月17日15時,1.25
2026年1月17日16時,0.66
2026年1月17日17時,0.14
2026年1月17日18時,0.00
2026年1月17日19時,--
2026年1月17日20時,--
2026年1月17日21時,--
2026年1月17日22時,--
2026年1月17日23時,--
2026年1月17日24時,--
2026年1月18日1時,--
2026年1月18日2時,--
2026年1月18日3時,--
2026年1月18日4時,--
2026年1月18日5時,--
2026年1月18日6時,--
2026年1月18日7時,0.00
2026年1月18日8時,0.26
2026年1月18日9時,0.89
2026年1月18日10時,1.45
2026年1月18日11時,1.83
2026年1月18日12時,2.03
2026年1月18日13時,2.00
2026年1月18日14時,1.73
2026年1月18日15時,1.26
2026年1月18日16時,0.66
2026年1月18日17時,0.14
2026年1月18日18時,0.00
2026年1月18日19時,--
2026年1月18日20時,--
2026年1月18日21時,--
2026年1月18日22時,--
2026年1月18日23時,--
2026年1月18日24時,--
2026年1月19日1時,--
2026年1月19日2時,--
2026年1月19日3時,--
2026年1月19日4時,--
2026年1月19日5時,--
2026年1月19日6時,--
2026年1月19日7時,0.00
2026年1月19日8時,0.22
2026年1月19日9時,0.37
2026年1月19日10時,0.80
2026年1月19日11時,1.18
2026年1月19日12時,1.70
2026年1月19日13時,1.66
2026年1月19日14時,1.69
2026年1月19日15時,1.08
2026年1月19日16時,0.61
2026年1月19日17時,0.13
2026年1月19日18時,0.00
2026年1月19日19時,--
2026年1月19日20時,--
2026年1月19日21時,--
2026年1月19日22時,--
2026年1月19日23時,--
2026年1月19日24時,--
2026年1月20日1時,--
2026年1月20日2時,--
2026年1月20日3時,--
2026年1月20日4時,--
2026年1月20日5時,--
2026年1月20日6時,--
2026年1月20日7時,0.00
2026年1月20日8時,0.25
2026年1月20日9時,0.83
2026年1月20日10時,0.78
2026年1月20日11時,1.24
2026年1月20日12時,1.29
2026年1月20日13時,0.96
2026年1月20日14時,0.71
2026年1月20日15時,0.23
2026年1月20日16時,0.14
2026年1月20日17時,0.04
2026年1月20日18時,0.00
2026年1月20日19時,--
2026年1月20日20時,--
2026年1月20日21時,--
2026年1月20日22時,--
2026年1月20日23時,--
2026年1月20日24時,--
2026年1月21日1時,--
2026年1月21日2時,--
2026年1月21日3時,--
2026年1月21日4時,--
2026年1月21日5時,--
2026年1月21日6時,--
2026年1月21日7時,0.00
2026年1月21日8時,0.13
2026年1月21日9時,0.27
2026年1月21日10時,0.99
2026年1月21日11時,1.33
2026年1月21日12時,1.33
2026年1月21日13時,1.19
2026年1月21日14時,0.76
2026年1月21日15時,0.64
2026年1月21日16時,0.61
2026年1月21日17時,0.12
2026年1月21日18時,0.00
2026年1月21日19時,--
2026年1月21日20時,--
2026年1月21日21時,--
2026年1月21日22時,--
2026年1月21日23時,--
2026年1月21日24時,--
2026年1月22日1時,--
2026年1月22日2時,--
2026年1月22日3時,--
2026年1月22日4時,--
2026年1月22日5時,--
2026年1月22日6時,--
2026年1月22日7時,0.01
2026年1月22日8時,0.30
2026年1月22日9時,1.01
2026年1月22日10時,1.59
2026年1月22日11時,2.01
2026年1月22日12時,2.20
2026年1月22日13時,2.01
2026年1月22日14時,1.76
2026年1月22日15時,1.32
2026年1月22日16時,0.44
2026年1月22日17時,0.09
2026年1月22日18時,0.00
2026年1月22日19時,--
2026年1月22日20時,--
2026年1月22日21時,--
2026年1月22日22時,--
2026年1月22日23時,--
2026年1月22日24時,--
2026年1月23日1時,--
2026年1月23日2時,--
2026年1月23日3時,--
2026年1月23日4時,--
2026年1月23日5時,--
2026年1月23日6時,--
2026年1月23日7時,0.01
2026年1月23日8時,0.30
2026年1月23日9時,1.02
2026年1月23日10時,1.61
2026年1月23日11時,2.02
2026年1月23日12時,2.22
2026年1月23日13時,2.16
2026年1月23日14時,1.86
2026年1月23日15時,1.39
2026年1月23日16時,0.72
2026年1月23日17時,0.19
2026年1月23日18時,0.00
2026年1月23日19時,--
2026年1月23日20時,--
2026年1月23日21時,--
2026年1月23日22時,--
2026年1月23日23時,--
2026年1月23日24時,--
2026年1月24日1時,--
2026年1月24日2時,--
2026年1月24日3時,--
2026年1月24日4時,--
2026年1月24日5時,--
2026年1月24日6時,--
2026年1月24日7時,0.01
2026年1月24日8時,0.30
2026年1月24日9時,1.00
2026年1月24日10時,1.57
2026年1月24日11時,1.97
2026年1月24日12時,2.17
2026年1月24日13時,2.12
2026年1月24日14時,1.33
2026年1月24日15時,0.95
2026年1月24日16時,0.43
2026年1月24日17時,0.16
2026年1月24日18時,0.00
2026年1月24日19時,--
2026年1月24日20時,--
2026年1月24日21時,--
2026年1月24日22時,--
2026年1月24日23時,--
2026年1月24日24時,--
2026年1月25日1時,--
2026年1月25日2時,--
2026年1月25日3時,--
2026年1月25日4時,--
2026年1月25日5時,--
2026年1月25日6時,--
2026年1月25日7時,0.01
2026年1月25日8時,0.28
2026年1月25日9時,1.00
2026年1月25日10時,1.59
2026年1月25日11時,2.02
2026年1月25日12時,2.24
2026年1月25日13時,2.21
2026年1月25日14時,1.93
2026年1月25日15時,1.45
2026年1月25日16時,0.83
2026年1月25日17時,0.22
2026年1月25日18時,0.00
2026年1月25日19時,--
2026年1月25日20時,--
2026年1月25日21時,--
2026年1月25日22時,--
2026年1月25日23時,--
2026年1月25日24時,--
2026年1月26日1時,--
2026年1月26日2時,--
2026年1月26日3時,--
2026年1月26日4時,--
2026年1月26日5時,--
2026年1月26日6時,--
2026年1月26日7時,0.00
2026年1月26日8時,0.21
2026年1月26日9時,0.99
2026年1月26日10時,1.58
2026年1月26日11時,2.00
2026年1月26日12時,2.19
2026年1月26日13時,2.14
2026年1月26日14時,1.73
2026年1月26日15時,1.04
2026年1月26日16時,0.47
2026年1月26日17時,0.10
2026年1月26日18時,0.00
2026年1月26日19時,--
2026年1月26日20時,--
2026年1月26日21時,--
2026年1月26日22時,--
2026年1月26日23時,--
2026年1月26日24時,--
2026年1月27日1時,--
2026年1月27日2時,--
2026年1月27日3時,--
2026年1月27日4時,--
2026年1月27日5時,--
2026年1月27日6時,--
2026年1月27日7時,0.00
2026年1月27日8時,0.15
2026年1月27日9時,0.77
2026年1月27日10時,1.43
2026年1月27日11時,1.93
2026年1月27日12時,2.12
2026年1月27日13時,2.06
2026年1月27日14時,1.82
2026年1月27日15時,1.36
2026年1月27日16時,0.78
2026年1月27日17時,0.21
2026年1月27日18時,0.00
2026年1月27日19時,--
2026年1月27日20時,--
2026年1月27日21時,--
2026年1月27日22時,--
2026年1月27日23時,--
2026年1月27日24時,--
2026年1月28日1時,--
2026年1月28日2時,--
2026年1月28日3時,--
2026年1月28日4時,--
2026年1月28日5時,--
2026年1月28日6時,--
2026年1月28日7時,0.01
2026年1月28日8時,0.32
2026年1月28日9時,1.01
2026年1月28日10時,1.23
2026年1月28日11時,1.09
2026年1月28日12時,1.10
2026年1月28日13時,0.75
2026年1月28日14時,0.54
2026年1月28日15時,0.32
2026年1月28日16時,0.23
2026年1月28日17時,0.10
2026年1月28日18時,0.00
2026年1月28日19時,--
2026年1月28日20時,--
2026年1月28日21時,--
2026年1月28日22時,--
2026年1月28日23時,--
2026年1月28日24時,--
2026年1月29日1時,--
2026年1月29日2時,--
2026年1月29日3時,--
2026年1月29日4時,--
2026年1月29日5時,--
2026年1月29日6時,--
2026年1月29日7時,0.00
2026年1月29日8時,0.21
2026年1月29日9時,1.02
2026年1月29日10時,1.63
2026年1月29日11時,2.04
2026年1月29日12時,2.24
2026年1月29日13時,2.21
2026年1月29日14時,1.84
2026年1月29日15時,0.81
2026年1月29日16時,0.40
2026年1月29日17時,0.12
2026年1月29日18時,0.00
2026年1月29日19時,--
2026年1月29日20時,--
2026年1月29日21時,--
2026年1月29日22時,--
2026年1月29日23時,--
2026年1月29日24時,--
2026年1月30日1時,--
2026年1月30日2時,--
2026年1月30日3時,--
2026年1月30日4時,--
2026年1月30日5時,--
2026年1月30日6時,--
2026年1月30日7時,0.01
2026年1月30日8時,0.31
2026年1月30日9時,0.99
2026年1月30日10時,1.62
2026年1月30日11時,2.04
2026年1月30日12時,2.26
2026年1月30日13時,2.13
2026年1月30日14時,1.85
2026年1月30日15時,1.45
2026年1月30日16時,0.89
2026年1月30日17時,0.25
2026年1月30日18時,0.00
2026年1月30日19時,--
2026年1月30日20時,--
2026年1月30日21時,--
2026年1月30日22時,--
2026年1月30日23時,--
2026年1月30日24時,--
2026年1月31日1時,--
2026年1月31日2時,--
2026年1月31日3時,--
2026年1月31日4時,--
2026年1月31日5時,--
2026年1月31日6時,--
2026年1月31日7時,0.01
2026年1月31日8時,0.31
2026年1月31日9時,1.05
2026年1月31日10時,1.67
2026年1月31日11時,2.09
2026年1月31日12時,2.30
2026年1月31日13時,2.23
2026年1月31日14時,1.96
2026年1月31日15時,1.47
2026年1月31日16時,0.82
2026年1月31日17時,0.16
2026年1月31日18時,0.00
2026年1月31日19時,--
2026年1月31日20時,--
2026年1月31日21時,--
2026年1月31日22時,--
2026年1月31日23時,--
2026年1月31日24時,--
2026年2月1日1時,--
2026年2月1日2時,--
2026年2月1日3時,--
2026年2月1日4時,--
2026年2月1日5時,--
2026年2月1日6時,--
2026年2月1日7時,0.01
2026年2月1日8時,0.33
2026年2月1日9時,1.06
2026年2月1日10時,1.65
2026年2月1日11時,2.07
2026年2月1日12時,2.27
2026年2月1日13時,2.21
2026年2月1日14時,1.29
2026年2月1日15時,0.66
2026年2月1日16時,0.61
2026年2月1日17時,0.20
2026年2月1日18時,0.00
2026年2月1日19時,--
2026年2月1日20時,--
2026年2月1日21時,--
2026年2月1日22時,--
2026年2月1日23時,--
2026年2月1日24時,--
2026年2月2日1時,--
2026年2月2日2時,--
2026年2月2日3時,--
2026年2月2日4時,--
2026年2月2日5時,--
2026年2月2日6時,--
2026年2月2日7時,0.01
2026年2月2日8時,0.19
2026年2月2日9時,0.99
2026年2月2日10時,1.63
2026年2月2日11時,2.06
2026年2月2日12時,2.26
2026年2月2日13時,2.23
2026年2月2日14時,1.90
2026年2月2日15時,1.51
2026年2月2日16時,0.88
2026年2月2日17時,0.18
2026年2月2日18時,0.00
2026年2月2日19時,--
2026年2月2日20時,--
2026年2月2日21時,--
2026年2月2日22時,--
2026年2月2日23時,--
2026年2月2日24時,--
2026年2月3日1時,--
2026年2月3日2時,--
2026年2月3日3時,--
2026年2月3日4時,--
2026年2月3日5時,--
2026年2月3日6時,--
2026年2月3日7時,0.01
2026年2月3日8時,0.34
2026年2月3日9時,1.10
2026年2月3日10時,1.69
2026年2月3日11時,2.12
2026年2月3日12時,2.35
2026年2月3日13時,2.33
2026年2月3日14時,2.06
2026年2月3日15時,1.58
2026年2月3日16時,0.97
2026年2月3日17時,0.31
2026年2月3日18時,0.00
2026年2月3日19時,--
2026年2月3日20時,--
2026年2月3日21時,--
2026年2月3日22時,--
2026年2月3日23時,--
2026年2月3日24時,--
2026年2月4日1時,--
2026年2月4日2時,--
2026年2月4日3時,--
2026年2月4日4時,--
2026年2月4日5時,--
2026年2月4日6時,--
2026年2月4日7時,0.02
2026年2月4日8時,0.34
2026年2月4日9時,1.06
2026年2月4日10時,1.67
2026年2月4日11時,2.09
2026年2月4日12時,2.31
2026年2月4日13時,2.29
2026年2月4日14時,2.02
2026年2月4日15時,1.54
2026年2月4日16時,0.93
2026年2月4日17時,0.28
2026年2月4日18時,0.01
2026年2月4日19時,--
2026年2月4日20時,--
2026年2月4日21時,--
2026年2月4日22時,--
2026年2月4日23時,--
2026年2月4日24時,--
2026年2月5日1時,--
2026年2月5日2時,--
2026年2月5日3時,--
2026年2月5日4時,--
2026年2月5日5時,--
2026年2月5日6時,--
2026年2月5日7時,0.01
2026年2月5日8時,0.35
2026年2月5日9時,1.07
2026年2月5日10時,1.62
2026年2月5日11時,1.73
2026年2月5日12時,2.05
2026年2月5日13時,1.52
2026年2月5日14時,1.56
2026年2月5日15時,1.15
2026年2月5日16時,0.74
2026年2月5日17時,0.18
2026年2月5日18時,0.00
2026年2月5日19時,--
2026年2月5日20時,--
2026年2月5日21時,--
2026年2月5日22時,--
2026年2月5日23時,--
2026年2月5日24時,--
2026年2月6日1時,--
2026年2月6日2時,--
2026年2月6日3時,--
2026年2月6日4時,--
2026年2月6日5時,--
2026年2月6日6時,--
2026年2月6日7時,0.02
2026年2月6日8時,0.36
2026年2月6日9時,1.08
2026年2月6日10時,1.48
2026年2月6日11時,2.03
2026年2月6日12時,1.65
2026年2月6日13時,1.80
2026年2月6日14時,1.86
2026年2月6日15時,1.39
2026年2月6日16時,0.88
2026年2月6日17時,0.28
2026年2月6日18時,0.01
2026年2月6日19時,--
2026年2月6日20時,--
2026年2月6日21時,--
2026年2月6日22時,--
2026年2月6日23時,--
2026年2月6日24時,--
2026年2月7日1時,--
2026年2月7日2時,--
2026年2月7日3時,--
2026年2月7日4時,--
2026年2月7日5時,--
2026年2月7日6時,--
2026年2月7日7時,0.00
2026年2月7日8時,0.05
2026年2月7日9時,0.17
2026年2月7日10時,0.28
2026年2月7日11時,0.54
2026年2月7日12時,0.64
2026年2月7日13時,0.51
2026年2月7日14時,0.44
2026年2月7日15時,0.23
2026年2月7日16時,0.27
2026年2月7日17時,0.13
2026年2月7日18時,0.01
2026年2月7日19時,--
2026年2月7日20時,--
2026年2月7日21時,--
2026年2月7日22時,--
2026年2月7日23時,--
2026年2月7日24時,--
2026年2月8日1時,--
2026年2月8日2時,--
2026年2月8日3時,--
2026年2月8日4時,--
2026年2月8日5時,--
2026年2月8日6時,--
2026年2月8日7時,0.01
2026年2月8日8時,0.08
2026年2月8日9時,0.41
2026年2月8日10時,0.28
2026年2月8日11時,0.84
2026年2月8日12時,1.01
2026年2月8日13時,1.08
2026年2月8日14時,0.92
2026年2月8日15時,0.82
2026年2月8日16時,0.52
2026年2月8日17時,0.17
2026年2月8日18時,0.00
2026年2月8日19時,--
2026年2月8日20時,--
2026年2月8日21時,--
2026年2月8日22時,--
2026年2月8日23時,--
2026年2月8日24時,--
2026年2月9日1時,--
2026年2月9日2時,--
2026年2月9日3時,--
2026年2月9日4時,--
2026年2月9日5時,--
2026年2月9日6時,--
2026年2月9日7時,0.02
2026年2月9日8時,0.42
2026年2月9日9時,1.23
2026年2月9日10時,1.82
2026年2月9日11時,2.20
2026年2月9日12時,2.44
2026年2月9日13時,2.45
2026年2月9日14時,2.15
2026年2月9日15時,1.63
2026年2月9日16時,1.04
2026年2月9日17時,0.37
2026年2月9日18時,0.01
2026年2月9日19時,--
2026年2月9日20時,--
2026年2月9日21時,--
2026年2月9日22時,--
2026年2月9日23時,--
2026年2月9日24時,--
2026年2月10日1時,--
2026年2月10日2時,--
2026年2月10日3時,--
2026年2月10日4時,--
2026年2月10日5時,--
2026年2月10日6時,--
2026年2月10日7時,0.03
2026年2月10日8時,0.23
2026年2月10日9時,0.67
2026年2月10日10時,1.06
2026年2月10日11時,2.13
2026年2月10日12時,2.37
2026年2月10日13時,2.24
2026年2月10日14時,1.55
2026年2月10日15時,0.66
2026年2月10日16時,0.30
2026年2月10日17時,0.09
2026年2月10日18時,0.00
2026年2月10日19時,--
2026年2月10日20時,--
2026年2月10日21時,--
2026年2月10日22時,--
2026年2月10日23時,--
2026年2月10日24時,--
2026年2月11日1時,--
2026年2月11日2時,--
2026年2月11日3時,--
2026年2月11日4時,--
2026年2月11日5時,--
2026年2月11日6時,--
2026年2月11日7時,0.00
2026年2月11日8時,0.03
2026年2月11日9時,0.07
2026年2月11日10時,0.14
2026年2月11日11時,0.16
2026年2月11日12時,0.20
2026年2月11日13時,0.33
2026年2月11日14時,0.42
2026年2月11日15時,0.41
2026年2月11日16時,0.31
2026年2月11日17時,0.06
2026年2月11日18時,0.00
2026年2月11日19時,--
2026年2月11日20時,--
2026年2月11日21時,--
2026年2月11日22時,--
2026年2月11日23時,--
2026年2月11日24時,--
2026年2月12日1時,--
2026年2月12日2時,--
2026年2月12日3時,--
2026年2月12日4時,--
2026年2月12日5時,--
2026年2月12日6時,--
2026年2月12日7時,0.01
2026年2月12日8時,0.12
2026年2月12日9時,0.46
2026年2月12日10時,1.63
2026年2月12日11時,1.84
2026年2月12日12時,2.20
2026年2月12日13時,1.94
2026年2月12日14時,1.13
2026年2月12日15時,1.72
2026年2月12日16時,0.54
2026年2月12日17時,0.20
2026年2月12日18時,0.01
2026年2月12日19時,--
2026年2月12日20時,--
2026年2月12日21時,--
2026年2月12日22時,--
2026年2月12日23時,--
2026年2月12日24時,--
2026年2月13日1時,--
2026年2月13日2時,--
2026年2月13日3時,--
2026年2月13日4時,--
2026年2月13日5時,--
2026年2月13日6時,--
2026年2月13日7時,0.02
2026年2月13日8時,0.43
2026年2月13日9時,1.39
2026年2月13日10時,0.83
2026年2月13日11時,0.83
2026年2月13日12時,1.43
2026年2月13日13時,2.22
2026年2月13日14時,2.18
2026年2月13日15時,1.69
2026年2月13日16時,1.07
2026年2月13日17時,0.39
2026年2月13日18時,0.02
2026年2月13日19時,--
2026年2月13日20時,--
2026年2月13日21時,--
2026年2月13日22時,--
2026年2月13日23時,--
2026年2月13日24時,--
2026年2月14日1時,--
2026年2月14日2時,--
2026年2月14日3時,--
2026年2月14日4時,--
2026年2月14日5時,--
2026年2月14日6時,0.00
2026年2月14日7時,0.03
2026年2月14日8時,0.47
2026年2月14日9時,1.20
2026年2月14日10時,1.78
2026年2月14日11時,2.19
2026年2月14日12時,2.19
2026年2月14日13時,2.04
2026年2月14日14時,1.52
2026年2月14日15時,0.95
2026年2月14日16時,0.49
2026年2月14日17時,0.19
2026年2月14日18時,0.01
2026年2月14日19時,--
2026年2月14日20時,--
2026年2月14日21時,--
2026年2月14日22時,--
2026年2月14日23時,--
2026年2月14日24時,--
2026年2月15日1時,--
2026年2月15日2時,--
2026年2月15日3時,--
2026年2月15日4時,--
2026年2月15日5時,--
2026年2月15日6時,0.00
2026年2月15日7時,0.02
2026年2月15日8時,0.45
2026年2月15日9時,1.15
2026年2月15日10時,1.75
2026年2月15日11時,2.18
2026年2月15日12時,2.40
2026年2月15日13時,2.40
2026年2月15日14時,2.12
2026年2月15日15時,1.63
2026年2月15日16時,1.03
2026年2月15日17時,0.38
2026年2月15日18時,0.02
2026年2月15日19時,--
2026年2月15日20時,--
2026年2月15日21時,--
2026年2月15日22時,--
2026年2月15日23時,--
2026年2月15日24時,--
2026年2月16日1時,--
2026年2月16日2時,--
2026年2月16日3時,--
2026年2月16日4時,--
2026年2月16日5時,--
2026年2月16日6時,0.00
2026年2月16日7時,0.02
2026年2月16日8時,0.47
2026年2月16日9時,1.06
2026年2月16日10時,1.01
2026年2月16日11時,1.13
2026年2月16日12時,0.88
2026年2月16日13時,2.01
2026年2月16日14時,1.18
2026年2月16日15時,0.47
2026年2月16日16時,0.31
2026年2月16日17時,0.10
2026年2月16日18時,0.01
2026年2月16日19時,--
2026年2月16日20時,--
2026年2月16日21時,--
2026年2月16日22時,--
2026年2月16日23時,--
2026年2月16日24時,--
2026年2月17日1時,--
2026年2月17日2時,--
2026年2月17日3時,--
2026年2月17日4時,--
2026年2月17日5時,--
2026年2月17日6時,0.00
2026年2月17日7時,0.01
2026年2月17日8時,0.17
2026年2月17日9時,0.49
2026年2月17日10時,0.91
2026年2月17日11時,1.43
2026年2月17日12時,1.77
2026年2月17日13時,1.22
2026年2月17日14時,1.11
2026年2月17日15時,0.87
2026年2月17日16時,0.45
2026年2月17日17時,0.12
2026年2月17日18時,0.01
2026年2月17日19時,--
2026年2月17日20時,--
2026年2月17日21時,--
2026年2月17日22時,--
2026年2月17日23時,--
2026年2月17日24時,--
2026年2月18日1時,--
2026年2月18日2時,--
2026年2月18日3時,--
2026年2月18日4時,--
2026年2月18日5時,--
2026年2月18日6時,0.00
2026年2月18日7時,0.03
2026年2月18日8時,0.40
2026年2月18日9時,0.76
2026年2月18日10時,1.33
2026年2月18日11時,1.87
2026年2月18日12時,2.64
2026年2月18日13時,2.37
2026年2月18日14時,1.93
2026年2月18日15時,1.71
2026年2月18日16時,1.09
2026年2月18日17時,0.43
2026年2月18日18時,0.02
2026年2月18日19時,--
2026年2月18日20時,--
2026年2月18日21時,--
2026年2月18日22時,--
2026年2月18日23時,--
2026年2月18日24時,--
2026年2月19日1時,--
2026年2月19日2時,--
2026年2月19日3時,--
2026年2月19日4時,--
2026年2月19日5時,--
2026年2月19日6時,0.00
2026年2月19日7時,0.04
2026年2月19日8時,0.62
2026年2月19日9時,1.39
2026年2月19日10時,2.02
2026年2月19日11時,2.45
2026年2月19日12時,2.66
2026年2月19日13時,2.65
2026年2月19日14時,2.36
2026年2月19日15時,1.85
2026年2月19日16時,1.19
2026年2月19日17時,0.47
2026年2月19日18時,0.03
2026年2月19日19時,--
2026年2月19日20時,--
2026年2月19日21時,--
2026年2月19日22時,--
2026年2月19日23時,--
2026年2月19日24時,--
2026年2月20日1時,--
2026年2月20日2時,--
2026年2月20日3時,--
2026年2月20日4時,--
2026年2月20日5時,--
2026年2月20日6時,0.00
2026年2月20日7時,0.02
2026年2月20日8時,0.22
2026年2月20日9時,0.47
2026年2月20日10時,0.84
2026年2月20日11時,1.44
2026年2月20日12時,2.41
2026年2月20日13時,1.96
2026年2月20日14時,1.44
2026年2月20日15時,1.08
2026年2月20日16時,0.82
2026年2月20日17時,0.24
2026年2月20日18時,0.02
2026年2月20日19時,--
2026年2月20日20時,--
2026年2月20日21時,--
2026年2月20日22時,--
2026年2月20日23時,--
2026年2月20日24時,--
2026年2月21日1時,--
2026年2月21日2時,--
2026年2月21日3時,--
2026年2月21日4時,--
2026年2月21日5時,--
2026年2月21日6時,0.00
2026年2月21日7時,0.05
2026年2月21日8時,0.59
2026年2月21日9時,1.32
2026年2月21日10時,1.94
2026年2月21日11時,2.38
2026年2月21日12時,2.60
2026年2月21日13時,2.57
2026年2月21日14時,2.30
2026年2月21日15時,1.78
2026年2月21日16時,0.98
2026年2月21日17時,0.50
2026年2月21日18時,0.03
2026年2月21日19時,--
2026年2月21日20時,--
2026年2月21日21時,--
2026年2月21日22時,--
2026年2月21日23時,--
2026年2月21日24時,--
2026年2月22日1時,--
2026年2月22日2時,--
2026年2月22日3時,--
2026年2月22日4時,--
2026年2月22日5時,--
2026年2月22日6時,0.00
2026年2月22日7時,0.06
2026年2月22日8時,0.59
2026年2月22日9時,1.14
2026年2月22日10時,1.62
2026年2月22日11時,1.30
2026年2月22日12時,1.58
2026年2月22日13時,2.05
2026年2月22日14時,1.26
2026年2月22日15時,1.59
2026年2月22日16時,1.16
2026年2月22日17時,0.46
2026年2月22日18時,0.04
2026年2月22日19時,--
2026年2月22日20時,--
2026年2月22日21時,--
2026年2月22日22時,--
2026年2月22日23時,--
2026年2月22日24時,--
2026年2月23日1時,--
2026年2月23日2時,--
2026年2月23日3時,--
2026年2月23日4時,--
2026年2月23日5時,--
2026年2月23日6時,0.00
2026年2月23日7時,0.05
2026年2月23日8時,0.52
2026年2月23日9時,1.07
2026年2月23日10時,1.72
2026年2月23日11時,1.91
2026年2月23日12時,2.47
2026年2月23日13時,2.51
2026年2月23日14時,2.24
2026年2月23日15時,1.75
2026年2月23日16時,1.13
2026年2月23日17時,0.46
2026年2月23日18時,0.04
2026年2月23日19時,--
2026年2月23日20時,--
2026年2月23日21時,--
2026年2月23日22時,--
2026年2月23日23時,--
2026年2月23日24時,--
2026年2月24日1時,--
2026年2月24日2時,--
2026年2月24日3時,--
2026年2月24日4時,--
2026年2月24日5時,--
2026年2月24日6時,0.00
2026年2月24日7時,0.06
2026年2月24日8時,0.26
2026年2月24日9時,0.64
2026年2月24日10時,1.17
2026年2月24日11時,1.69
2026年2月24日12時,1.46
2026年2月24日13時,1.41
2026年2月24日14時,1.05
2026年2月24日15時,1.61
2026年2月24日16時,0.56
2026年2月24日17時,0.19
2026年2月24日18時,0.02
2026年2月24日19時,--
2026年2月24日20時,--
2026年2月24日21時,--
2026年2月24日22時,--
2026年2月24日23時,--
2026年2月24日24時,--
2026年2月25日1時,--
2026年2月25日2時,--
2026年2月25日3時,--
2026年2月25日4時,--
2026年2月25日5時,--
2026年2月25日6時,0.00
2026年2月25日7時,0.01
2026年2月25日8時,0.06
2026年2月25日9時,0.10
2026年2月25日10時,0.14
2026年2月25日11時,0.19
2026年2月25日12時,0.16
2026年2月25日13時,0.17
2026年2月25日14時,0.24
2026年2月25日15時,0.14
2026年2月25日16時,0.08
2026年2月25日17時,0.06
2026年2月25日18時,0.00
2026年2月25日19時,0.00
2026年2月25日20時,--
2026年2月25日21時,--
2026年2月25日22時,--
2026年2月25日23時,--
2026年2月25日24時,--
2026年2月26日1時,--
2026年2月26日2時,--
2026年2月26日3時,--
2026年2月26日4時,--
2026年2月26日5時,--
2026年2月26日6時,0.00
2026年2月26日7時,0.02
2026年2月26日8時,0.18
2026年2月26日9時,0.47
2026年2月26日10時,0.66
2026年2月26日11時,0.89
2026年2月26日12時,0.84
2026年2月26日13時,0.68
2026年2月26日14時,0.66
2026年2月26日15時,0.46
2026年2月26日16時,0.49
2026年2月26日17時,0.25
2026年2月26日18時,0.01
2026年2月26日19時,0.00
2026年2月26日20時,--
2026年2月26日21時,--
2026年2月26日22時,--
2026年2月26日23時,--
2026年2月26日24時,--
2026年2月27日1時,--
2026年2月27日2時,--
2026年2月27日3時,--
2026年2月27日4時,--
2026年2月27日5時,--
2026年2月27日6時,0.00
2026年2月27日7時,0.09
2026年2月27日8時,0.42
2026年2月27日9時,1.19
2026年2月27日10時,2.01
2026年2月27日11時,2.14
2026年2月27日12時,2.24
2026年2月27日13時,2.10
2026年2月27日14時,1.74
2026年2月27日15時,1.07
2026年2月27日16時,0.60
2026年2月27日17時,0.20
2026年2月27日18時,0.01
2026年2月27日19時,0.00
2026年2月27日20時,--
2026年2月27日21時,--
2026年2月27日22時,--
2026年2月27日23時,--
2026年2月27日24時,--
2026年2月28日1時,--
2026年2月28日2時,--
2026年2月28日3時,--
2026年2月28日4時,--
2026年2月28日5時,--
2026年2月28日6時,0.00
2026年2月28日7時,0.05
2026年2月28日8時,0.30
2026年2月28日9時,0.99
2026年2月28日10時,1.99
2026年2月28日11時,2.44
2026年2月28日12時,2.56
2026年2月28日13時,2.62
2026年2月28日14時,2.37
2026年2月28日15時,1.91
2026年2月28日16時,1.28
2026年2月28日17時,0.57
2026年2月28日18時,0.06
2026年2月28日19時,0.00
2026年2月28日20時,--
2026年2月28日21時,--
2026年2月28日22時,--
2026年2月28日23時,--
2026年2月28日24時,--
2026年3月1日1時,--
2026年3月1日2時,--
2026年3月1日3時,--
2026年3月1日4時,--
2026年3月1日5時,--
2026年3月1日6時,0.00
2026年3月1日7時,0.12
2026年3月1日8時,0.73
2026年3月1日9時,1.47
2026年3月1日10時,2.03
2026年3月1日11時,2.52
2026年3月1日12時,2.70
2026年3月1日13時,2.69
2026年3月1日14時,2.42
2026年3月1日15時,1.92
2026年3月1日16時,1.26
2026年3月1日17時,0.54
2026年3月1日18時,0.06
2026年3月1日19時,0.00
2026年3月1日20時,--
2026年3月1日21時,--
2026年3月1日22時,--
2026年3月1日23時,--
2026年3月1日24時,--
2026年3月2日1時,--
